hora_sinistro,tipo_via,latitude,longitude,tp_veiculo_bicicleta,tp_veiculo_caminhao,tp_veiculo_motocicleta,tp_veiculo_nao_disponivel,tp_veiculo_onibus,tp_veiculo_outros,tp_veiculo_automovel,Chuva,Sinistro,mes,dia_semana
21,0,-22.29462146,-49.04624033,0,0,0,0,0,0,2,0,1,5,5
10,0,-22.32511515120547,-49.06933674162396,0,0,0,0,0,0,1,0,0,8,1
12,0,-22.343180543359537,-49.077186734351464,0,0,0,0,0,0,0,0,0,7,5
18,1,-22.32311356,-49.0523499,0,0,1,0,0,0,2,0,1,7,1
10,0,-22.330647507515845,-49.07619659647879,0,0,1,0,1,0,0,0,0,4,2
21,0,-22.34003907,-49.06278852,0,0,1,0,0,0,1,0,1,2,4
15,0,-22.336833079903474,-49.06695020093971,0,0,0,0,0,0,1,0,0,7,2
19,0,-22.282287171,-49.0855051104,0,0,0,0,0,0,1,0,1,7,3
14,1,-22.292252601300895,-49.10239451638543,0,0,1,0,0,0,0,0,0,2,5
6,0,-22.3193467,-49.021505,0,0,1,0,0,0,1,0,1,4,6
7,0,-22.325170760261873,-49.07678613900615,0,0,1,0,0,0,1,0,0,5,4
10,0,-22.3110268,-49.0600488,0,0,0,0,0,0,0,0,1,1,2
12,0,-22.31901076,-49.11996911,0,0,0,0,0,0,2,0,1,3,3
23,0,-22.35484953587185,-49.102306155191044,0,0,0,0,0,0,0,0,0,12,4
11,0,-22.332001367015444,-49.08616073504192,0,0,1,0,0,0,0,0,0,7,2
17,0,-22.29974749721841,-49.06576849441379,1,0,0,0,0,1,1,0,0,4,0
16,0,-22.299865614825038,-49.07570639465852,0,0,0,0,0,0,0,0,0,1,4
20,0,-22.31675612,-49.10752979,0,0,1,0,0,0,0,0,1,5,2
11,1,-22.316119679522842,-49.06550595928556,0,0,1,0,0,0,1,0,0,12,4
3,0,-22.32066509093203,-49.10595296353384,0,0,0,0,0,0,0,0,0,8,3
22,0,-22.32586836611727,-49.07979170800865,0,0,0,0,0,0,0,0,0,2,6
15,0,-22.32470474,-49.04098911,0,0,0,0,0,0,0,0,1,1,0
9,0,-22.33972466411192,-49.052189384116865,0,0,0,0,0,0,0,0,0,10,1
8,0,-22.34150061510613,-49.057621631891145,0,0,0,0,0,0,0,0,0,5,0
12,0,-22.321165081063594,-49.071450961536215,0,0,0,1,0,0,0,1,0,2,3
12,0,-22.27945991,-49.08692852,0,0,0,0,0,0,0,0,1,1,4
8,0,-22.330566360419965,-49.07590156799269,0,0,1,0,0,0,0,0,0,6,2
20,0,-22.323504375127694,-49.05817106655502,0,0,0,0,0,0,0,0,0,2,4
22,0,-22.31999049,-49.10448899,0,0,0,0,0,0,2,0,1,12,1
15,0,-22.335100877217357,-49.03132057339879,0,0,0,0,0,0,0,0,0,7,4
10,0,-22.33295904,-49.09293581,0,0,0,0,0,0,2,0,1,1,6
18,0,-22.3244163708861,-49.067427654321676,0,0,1,0,0,0,1,0,0,5,1
8,0,-22.307937033638968,-49.067154093219074,0,0,1,0,0,0,1,0,0,5,6
19,0,-22.279871785633812,-49.067814534482295,0,0,0,0,0,0,0,0,0,8,6
0,0,-22.3203928,-49.06827437,0,0,0,0,0,0,0,0,1,3,3
15,0,-22.32087426773422,-49.10063000120104,0,1,1,0,0,0,0,0,0,11,0
21,0,-22.328819627270107,-49.02276750224403,0,0,0,0,0,0,0,0,0,1,0
14,0,-22.31802405,-49.05226472,0,0,1,0,0,0,0,0,1,4,3
18,0,-22.30436235,-49.09977925,0,0,0,0,0,0,0,1,1,11,2
17,0,-22.33054912,-49.06765657,0,0,0,0,0,0,2,0,1,11,5
13,0,-22.367434352515506,-49.02084432173883,0,0,0,0,0,0,0,0,0,5,0
14,0,-22.28232706,-49.08390156,0,0,1,0,0,0,1,0,1,8,5
20,0,-22.338849043,-49.0449276082,0,0,0,0,0,0,0,0,1,12,0
16,0,-22.311890570552364,-49.071965850495275,0,0,0,0,0,0,0,0,0,12,2
22,1,-22.26906396,-49.10120778,0,0,0,0,0,0,1,0,1,4,5
12,0,-22.32876743718417,-49.03035610945596,0,1,0,0,0,0,1,0,0,1,3
7,0,-22.372036175183847,-49.06064872907211,0,0,0,0,0,0,0,1,0,10,4
7,0,-22.31453242614287,-49.06709374011714,0,0,0,0,0,0,0,0,0,4,4
15,1,-22.28187307255071,-49.08665391579182,0,0,0,0,0,0,3,0,0,11,6
8,1,-22.23334304096339,-49.15133410440289,0,1,0,0,0,3,1,0,0,9,5
12,0,-22.34318948,-49.05118132,0,0,0,0,0,0,0,0,1,2,1
6,0,-22.294600123074392,-49.080026022819894,0,0,1,0,0,0,0,0,0,4,4
16,0,-22.31816053258624,-49.075569637323746,0,0,1,0,0,0,1,0,0,9,1
10,0,-22.325972864079368,-49.07966602758095,0,0,1,0,0,0,0,0,0,7,4
18,0,-22.31236028746194,-49.06990468478016,0,0,0,0,0,0,0,0,0,6,4
16,0,-22.32042265,-49.06824936,0,0,0,0,0,0,0,0,1,5,3
4,0,-22.336580477102135,-49.06694385905993,0,0,0,0,0,0,1,0,0,5,5
16,0,-22.313854506375506,-49.033852847310825,0,0,2,0,0,0,0,0,0,7,6
20,0,-22.34535598802704,-49.10140714686003,0,0,0,0,0,0,0,1,0,2,6
8,1,-22.31861717073178,-48.98611381889584,0,0,1,0,0,1,0,0,0,7,5
5,1,-22.291153000628846,-49.07112795569581,0,0,1,0,0,0,0,0,0,11,6
6,0,-22.316459486961623,-49.0727427397756,0,0,0,0,0,0,2,0,0,8,4
6,0,-22.316459486961623,-49.0727427397756,0,0,0,0,0,0,2,0,0,8,4
19,1,-22.32757446,-49.11296478,0,0,1,0,0,0,1,0,1,8,3
19,0,-22.31275749,-49.08351073,0,0,1,0,0,0,1,0,1,4,5
0,1,-22.314672343621513,-49.05506616992131,0,0,0,0,0,0,2,0,0,11,0
6,0,-22.29366772272979,-49.04344478370304,0,0,0,0,0,0,0,0,0,9,5
23,0,-22.374258997965764,-49.04879261286196,0,0,1,0,0,0,1,0,0,9,5
10,0,-22.33688735243963,-49.06681493204612,0,0,0,0,0,1,0,0,0,4,1
23,0,-22.33067250886918,-49.07589308558082,0,0,0,0,0,0,0,0,0,5,4
14,0,-22.29699358960625,-49.08451881417205,0,0,1,0,0,0,1,0,0,2,5
16,0,-22.374225580061598,-49.04879499331336,0,0,1,0,0,0,0,0,0,5,6
18,0,-22.3426179367,-49.0667300885,0,0,1,0,0,0,1,0,1,11,0
21,0,-22.3422777115,-49.0937004954,0,0,0,0,0,0,0,0,1,11,5
16,0,-22.33171131762096,-49.04323369887424,0,0,0,0,0,0,0,0,0,9,3
16,0,-22.332146166857108,-49.103946608702564,0,0,0,0,0,0,1,0,0,10,2
16,0,-22.316467848647303,-49.07286960116586,0,0,0,0,0,0,0,0,0,1,4
10,0,-22.32594105379658,-49.0796220415758,0,0,0,0,0,0,0,0,0,5,5
12,0,-22.3429718,-49.04962584,0,0,0,0,0,0,0,0,1,1,0
5,0,-22.275822904295108,-49.06023524799595,0,0,0,0,0,0,0,0,0,7,6
17,0,-22.324748484829872,-49.04532898166631,0,0,0,0,0,0,0,0,0,8,6
18,1,-22.2830076,-49.0889187,0,0,1,0,0,0,0,0,1,4,3
13,0,-22.31207223537827,-49.069962279728884,0,0,1,0,0,0,1,0,0,10,2
17,0,-22.353198007499937,-49.06367440556349,0,0,0,0,0,0,0,0,0,9,0
16,0,-22.323415593056502,-49.05802199234433,0,0,0,0,0,0,0,0,0,5,3
6,1,-22.29988230752274,-49.06563117697983,0,1,0,0,0,0,3,0,0,8,1
20,0,-22.342246064338468,-49.09375910544381,0,0,0,0,0,0,0,0,0,3,4
11,0,-22.32241578,-49.07004233,0,1,0,0,0,0,0,0,1,12,0
8,1,-22.3470775129596,-49.045979695725485,0,0,1,0,0,0,1,0,0,4,2
14,0,-22.3121245,-49.0697677,0,0,0,0,0,0,2,0,1,9,4
15,1,-22.28903127,-49.11843696,0,0,1,0,0,0,0,0,1,12,1
11,0,-22.325903016676097,-49.0797574973016,0,0,1,0,0,0,0,0,0,8,2
2,0,-22.3406674313,-49.0444863206,0,0,1,0,0,0,1,0,1,11,5
20,0,-22.325853471419872,-49.07965517451029,0,0,1,0,0,0,0,0,0,9,1
8,1,-22.314597965939704,-49.05517575603163,0,0,0,0,0,0,0,0,0,11,1
11,0,-22.281362,-49.08473491,0,0,1,0,0,0,1,0,1,1,4
7,0,-22.32704907467286,-49.11962505416774,0,0,1,0,0,0,1,0,0,1,2
5,0,-22.321949887484948,-49.04861788624752,0,0,1,0,0,0,1,0,0,12,6
11,0,-22.31280722563672,-49.03238648164854,0,0,0,0,0,0,0,0,0,10,3
7,0,-22.320207716577794,-49.06849150427018,0,0,1,0,0,0,1,0,0,3,2
16,0,-22.325188913872935,-49.09968249031397,0,0,0,0,0,0,0,0,0,5,2
18,0,-22.371021428049005,-49.034513314975314,0,0,0,0,0,0,0,0,0,5,1
15,0,-22.318275774655323,-49.075695756351784,0,0,1,0,0,0,1,1,0,12,1
17,0,-22.3292452,-49.0668607,0,0,1,0,0,0,1,0,1,7,2
22,0,-22.300937217846045,-49.10008687138859,0,0,0,0,0,0,0,0,0,8,3
13,0,-22.32061425165921,-49.06928073564608,0,0,0,0,0,0,1,0,0,6,5
9,0,-22.329037828831552,-49.065319869497756,0,0,0,0,0,0,0,0,0,4,2
11,0,-22.343250939706774,-49.07706085277322,0,0,0,1,0,0,0,0,0,5,1
18,0,-22.3320782,-49.08618617,0,0,1,0,0,0,1,0,1,7,1
13,0,-22.331042244837725,-49.076183906365515,0,0,0,0,0,0,0,0,0,8,6
20,0,-22.28181396,-49.08674314,0,0,0,0,0,0,0,0,1,2,6
7,0,-22.33069934,-49.07614208,0,0,0,0,0,0,0,0,1,5,2
10,0,-22.27985399626958,-49.07297048302672,0,0,0,0,0,0,0,0,0,12,0
19,1,-22.29418784,-49.10931657,0,0,0,0,0,0,0,0,1,12,6
22,0,-22.309832,-49.02747,0,0,0,0,0,0,0,0,1,12,5
6,1,-22.351849040064355,-49.033918770959595,0,0,1,0,0,0,0,0,0,3,1
5,0,-22.37438123465123,-49.04880042893357,0,0,0,0,0,0,0,1,0,12,1
18,0,-22.30439306,-49.09972885,0,0,1,0,0,0,0,0,1,1,5
19,0,-22.319877697070265,-49.069651258142095,0,0,0,0,0,0,0,1,0,10,2
12,0,-22.331812457046425,-49.07793538212648,1,0,0,0,0,0,1,0,0,12,0
16,0,-22.34075,-49.05553,0,0,1,0,0,0,1,0,1,2,3
8,0,-22.313704349962165,-49.072463669338006,0,0,0,0,0,0,2,0,0,10,2
16,0,-22.314987298606813,-49.00539295755291,0,1,0,1,0,0,0,0,0,5,3
21,0,-22.302827576238293,-49.04500816765602,0,0,0,0,0,0,0,0,0,9,2
6,0,-22.32875182563915,-49.06694523731178,0,0,0,0,0,0,0,0,0,10,0
13,0,-22.30355883,-49.05723665,0,0,0,0,0,0,0,0,1,5,6
6,0,-22.325887392123896,-49.079638993000366,0,0,0,0,0,0,0,0,0,10,3
8,0,-22.37430285695727,-49.04895091696047,0,0,0,0,0,0,0,0,0,9,3
17,0,-22.336693690573775,-49.06559269041389,0,0,1,0,0,0,1,0,0,11,2
6,0,-22.33095117,-49.088352,0,0,0,0,0,0,0,0,1,12,0
2,0,-22.322882,-49.026978,0,0,0,0,0,0,1,0,1,5,4
18,0,-22.325969867048066,-49.07972763507287,0,0,0,0,0,0,0,0,0,8,1
20,0,-22.33685842,-49.06688619,0,0,0,0,0,0,3,0,1,4,6
16,1,-22.22537721353458,-49.16169195612009,0,2,0,0,0,2,0,0,0,4,1
18,0,-22.32379931,-49.04290817,0,0,1,0,0,0,1,0,1,2,4
16,0,-22.323415593056502,-49.05802199234433,0,0,0,0,0,0,0,0,0,5,3
19,0,-22.31820822534805,-48.98109888069535,0,0,0,1,0,0,0,0,0,8,4
1,0,-22.3306909651,-49.076102906,0,0,1,1,0,0,2,0,1,11,0
22,0,-22.310213190126042,-49.01661441537654,0,0,0,0,0,0,1,0,0,1,2
15,0,-22.30076379,-49.06035987,0,0,1,0,0,0,0,0,1,4,2
5,0,-22.33064493,-49.07619882,0,0,1,0,0,0,1,0,1,11,5
17,0,-22.324512479187813,-49.090147286900226,0,0,0,0,0,0,0,0,0,9,2
12,0,-22.321101377316886,-49.074712198971284,0,0,0,0,0,0,3,0,0,12,2
17,0,-22.329011664363865,-49.06890686930588,0,0,1,0,0,0,0,0,0,10,2
12,0,-22.31732028,-49.08682739,0,0,0,0,0,0,2,0,1,7,6
21,0,-22.314469473536988,-49.09151928565711,0,0,1,0,0,0,0,0,0,6,3
23,0,-22.31533602,-48.98560923,0,0,0,0,0,0,0,0,1,9,6
6,0,-22.320258166335343,-49.07718847964553,0,0,0,0,0,0,0,0,0,10,4
13,0,-22.31207223537827,-49.069962279728884,0,0,1,0,0,0,1,0,0,10,2
12,0,-22.33276983,-49.08666246,0,0,0,0,0,0,1,0,1,2,5
12,0,-22.33054877696851,-49.07598015401528,0,0,0,0,0,0,0,0,0,7,0
8,0,-22.337003108440346,-49.02901824543724,0,0,1,0,0,0,1,0,0,12,5
11,0,-22.319581734631786,-49.0334973913402,0,0,1,0,1,0,0,0,0,6,1
14,0,-22.289138761141377,-49.032812823030135,0,0,0,0,0,0,0,0,0,12,5
23,1,-22.318023424041343,-48.98979975890671,0,0,1,0,0,0,1,0,0,2,5
14,0,-22.374223283116944,-49.04897931856162,0,0,0,0,0,0,0,0,0,1,0
19,0,-22.303579973451868,-49.08493524661292,0,0,1,0,0,0,1,0,0,5,3
7,0,-22.30160398,-49.09064283,0,0,0,0,0,0,0,0,1,7,5
9,0,-22.33216704320005,-49.06977434847375,0,0,0,0,0,0,2,0,0,8,4
2,1,-22.306654045374533,-49.05930316188953,0,0,1,0,0,0,0,0,0,8,6
23,0,-22.37428439,-49.04888508,0,0,0,0,0,0,0,0,1,9,5
18,0,-22.30361605,-49.10101628,0,0,0,0,0,0,0,0,1,1,6
20,1,-22.281847502748075,-49.086786025400755,0,0,0,0,0,0,0,0,0,12,4
9,0,-22.374223343470373,-49.04893117026123,0,0,0,0,0,0,0,1,0,9,3
15,1,-22.3066773637121,-49.05940014750921,0,0,1,0,0,0,0,0,0,7,0
21,0,-22.331991565084632,-49.07798078012643,0,0,0,0,0,0,0,0,0,12,1
10,0,-22.33854271556852,-49.0711883460966,0,0,1,0,0,0,1,0,0,12,3
6,0,-22.33092715640731,-49.078013366565955,0,0,0,0,0,0,0,0,0,1,0
18,0,-22.356674302316655,-49.04721760260599,0,0,0,0,0,0,0,0,0,6,1
22,0,-22.374599019450606,-49.049417955053094,0,0,0,0,0,0,0,0,0,6,5
18,1,-22.381541211653914,-49.028141546399006,0,0,1,0,0,0,0,0,0,5,1
0,0,-22.30759688,-49.07648563,0,0,0,0,0,0,0,0,1,12,4
20,0,-22.31679622314973,-49.10745427620789,0,0,1,0,0,0,0,0,0,5,2
19,0,-22.32022941,-49.10340206,0,0,0,0,0,0,0,0,1,9,4
8,0,-22.32738967,-49.08422685,0,0,1,0,0,0,0,0,1,2,2
11,0,-22.338506082302715,-49.05855909956561,0,0,1,0,0,0,1,0,0,11,5
21,0,-22.320123447796522,-49.06846368494539,0,0,0,0,0,0,0,0,0,5,5
16,0,-22.327081609841574,-49.11658893484716,0,0,1,0,0,0,0,0,0,4,5
11,0,-22.31664804671201,-49.064231377745,0,0,1,0,0,0,1,0,0,10,2
8,0,-22.312189910227158,-49.07176479508856,0,0,0,0,0,0,2,0,0,12,5
1,1,-22.3499739,-49.27642,0,2,0,0,0,2,0,0,1,6,4
22,0,-22.3032137,-49.1026833,0,0,1,1,0,0,1,0,1,12,4
7,0,-22.30686237074839,-49.09909672725952,0,0,0,0,0,0,1,0,0,12,6
19,0,-22.330425,-49.0742,0,0,1,0,0,0,0,1,1,12,3
17,0,-22.31648377,-49.06349579,0,0,1,0,0,0,0,0,1,8,4
0,0,-22.325920528307247,-49.079709232293006,0,0,0,0,0,0,0,0,0,3,0
18,1,-22.2333616,-49.1513674,0,0,1,0,0,0,0,0,1,5,6
16,0,-22.325831564887423,-49.07974939951466,0,0,0,0,0,0,0,0,0,1,2
12,0,-22.31884074,-49.07317926,0,0,0,0,0,0,0,0,1,3,3
5,1,-22.275287335371246,-49.09425955480454,0,0,0,0,1,0,1,0,0,1,0
9,0,-22.33188333,-49.08186075,0,0,0,0,0,0,2,0,1,5,4
15,0,-22.34325439,-49.07711639,0,0,1,0,0,0,0,1,1,2,0
23,0,-22.30020363665641,-49.0389827188362,0,0,0,0,0,0,0,0,0,1,5
21,0,-22.327582139366974,-49.08430561966341,0,0,1,0,0,0,1,0,0,6,2
22,1,-22.36143,-49.0399865,0,0,1,0,0,0,0,0,1,3,3
16,1,-22.353203731117027,-49.03301576856118,0,1,0,0,0,0,1,0,0,1,4
20,0,-22.271515800197676,-49.07078742254295,0,0,0,0,0,0,0,0,0,8,3
17,0,-22.30448000824408,-49.09971992340399,0,0,0,0,0,0,1,0,0,1,2
15,0,-22.325934652538177,-49.07972797473342,0,0,0,0,0,0,0,0,0,2,6
11,0,-22.33180407276467,-49.0778708069372,0,0,0,0,0,0,0,0,0,10,3
8,1,-22.33993207432562,-49.04753446179348,0,0,1,0,0,0,0,0,0,9,6
12,0,-22.3192973,-49.0909986,0,0,0,0,0,0,0,0,1,6,0
16,0,-22.33625264,-49.06840515,0,0,1,0,0,0,0,1,1,12,3
15,0,-22.374360031131605,-49.04879669981306,0,0,0,0,0,0,0,0,0,8,3
5,1,-22.233447085787336,-49.15128747750755,0,0,0,0,0,0,1,0,0,10,0
23,0,-22.31544078,-49.13716185,0,0,1,0,0,0,1,0,1,12,5
8,1,-22.3186523,-48.9859668,0,0,0,0,0,0,1,0,1,12,4
18,0,-22.321079493,-49.0434178,0,0,0,0,0,0,1,1,1,9,2
13,0,-22.33951929445478,-49.054066577962395,0,0,1,0,0,0,0,0,0,10,0
13,0,-22.342759916535645,-49.093709494566276,0,0,0,0,0,0,0,0,0,12,6
16,0,-22.33498725861342,-49.03446017503185,0,0,0,0,0,0,0,0,0,1,4
12,0,-22.299034941515693,-49.05956368479083,0,0,0,0,0,0,0,0,0,9,4
6,0,-22.322838944770083,-49.07178331792636,0,0,0,1,0,0,0,0,0,3,4
11,0,-22.316711007037345,-49.04687994510873,0,0,1,0,0,0,1,0,0,7,0
18,1,-22.28181396,-49.08674314,0,0,0,0,0,0,0,0,1,6,6
13,0,-22.31932035,-49.06986542,0,0,0,0,0,0,0,0,1,5,0
21,0,-22.33736777350434,-49.06654986935052,0,0,1,1,0,0,0,0,0,5,2
14,0,-22.32862544272706,-49.09415387549491,0,0,0,0,0,0,0,1,0,4,6
21,0,-22.34320479609202,-49.077202442228455,0,0,0,0,0,0,0,0,0,2,5
16,0,-22.33082712412724,-49.077091910265445,0,0,0,0,0,0,0,0,0,3,3
20,0,-22.352846264268532,-49.04889448826608,1,0,0,0,0,0,1,0,0,10,1
10,0,-22.32417183907637,-49.06858173217199,0,0,0,0,0,0,3,0,0,11,0
8,0,-22.321211903571307,-49.043966348878996,0,0,1,0,0,0,1,0,0,12,3
6,0,-22.34417001512156,-49.05689474272693,0,0,0,0,0,0,0,0,0,3,5
3,0,-22.331879932479914,-49.07799513638478,0,0,0,0,0,0,0,0,0,9,6
19,1,-22.28143127650088,-49.08716709672355,0,0,0,0,0,0,0,1,0,2,0
3,0,-22.29801080258466,-49.061700610316215,0,0,1,0,0,0,0,0,0,6,0
17,0,-9999.000054184511,-9999.00008756148,0,0,0,0,0,0,1,0,0,9,1
14,0,-22.34320354,-49.07705871,0,0,0,0,0,0,0,0,1,7,4
16,0,-22.31874453,-49.11411306,0,0,0,0,0,0,0,0,1,6,5
20,0,-22.37167016,-49.06152349,0,0,1,0,0,0,1,0,1,8,5
8,0,-22.349795,-49.10559814,1,0,0,0,0,0,1,0,1,3,0
0,0,-22.315944594186107,-49.04479465418908,0,0,1,0,0,0,1,0,0,6,4
16,0,-22.333640128225625,-49.036513020339555,1,0,0,0,1,0,0,0,0,3,5
10,0,-22.328956700249623,-49.08429662047471,0,0,0,0,0,0,0,0,0,4,4
19,0,-22.323502426523657,-49.05807804900849,0,0,0,0,0,0,0,0,0,8,3
15,0,-22.32864914,-49.03460291,0,0,0,0,0,0,0,0,1,6,3
14,0,-22.32662909097105,-49.08804523821559,0,0,0,0,0,0,0,0,0,12,3
8,0,-22.302049570754082,-49.09836247099828,0,0,0,0,0,0,0,0,0,10,0
19,0,-22.35566251606803,-49.09329979831003,0,0,1,0,1,0,0,0,0,6,0
17,0,-22.3352307915194,-49.0980874468721,0,0,0,2,0,0,0,0,0,10,4
6,1,-22.297727145899575,-49.06888129059506,0,0,0,0,0,0,1,0,0,11,4
16,0,-22.3414515,-49.0565574,0,0,1,0,0,1,0,0,1,10,0
12,1,-22.35040237587532,-49.044876991995295,0,0,0,0,0,0,1,0,0,9,0
15,0,-22.31178,-49.03256,0,0,0,0,0,0,0,0,1,9,4
11,0,-22.31902851,-49.01177219,0,0,0,0,0,0,0,0,1,5,1
10,0,-22.32274085,-49.0710305,0,0,0,0,0,0,0,0,1,7,4
16,0,-22.325840521804263,-49.09132352770311,0,0,1,0,0,0,1,0,0,8,1
16,0,-22.3235403,-49.0653353,0,0,0,0,0,0,0,0,1,5,1
12,0,-22.29248123,-49.04836069,0,0,0,0,0,0,0,0,1,7,2
18,0,-22.37428439,-49.04888508,0,0,0,0,0,0,0,0,1,4,0
23,0,-22.31329255,-49.03409608,0,0,0,1,0,0,0,0,1,2,2
20,0,-22.3474755,-49.0806763,0,0,0,1,0,0,0,0,1,1,4
13,0,-22.30979908,-49.06762944,0,0,1,0,0,0,1,0,1,8,2
18,0,-22.323489303590435,-49.056453451164614,0,0,0,0,0,0,0,0,0,11,4
9,0,-22.31397778,-49.07249946,0,0,1,0,0,0,1,0,1,8,3
12,0,-22.3065009,-49.0142891,0,0,1,0,0,0,1,0,1,10,0
14,0,-22.319648125658198,-49.059073898150835,0,0,1,0,0,1,0,0,0,5,1
0,0,-22.320713,-49.088641,0,0,1,0,0,0,0,0,1,12,3
13,0,-22.328461229338732,-49.09490344798741,0,0,0,0,0,0,2,0,0,5,0
14,0,-22.332004890624596,-49.08614680863585,0,0,0,0,0,0,0,0,0,3,2
0,0,-22.33927907,-49.08465252,0,0,0,0,0,0,0,0,1,10,6
20,0,-22.31244214097439,-49.109673571812465,0,0,0,0,0,0,0,0,0,7,0
17,0,-22.32010626148026,-49.06860818548603,0,0,0,0,0,0,0,0,0,9,3
13,1,-22.293681257408856,-49.072915374226156,0,0,1,0,0,0,1,0,0,1,0
3,0,-22.31256606805953,-49.071820821033675,0,0,0,0,0,0,0,0,0,8,5
18,0,-22.28964604010442,-49.05362134517954,0,0,0,0,0,0,0,0,0,10,6
15,0,-22.32742552067635,-49.027191380511326,1,0,0,0,0,0,1,0,0,8,3
22,0,-22.332273,-49.08403,0,0,0,0,0,0,1,0,1,9,5
12,0,-22.29890949,-49.09625903,0,0,0,0,0,0,0,1,1,5,4
16,0,-22.342434778589215,-49.05001221113482,0,0,0,0,0,0,1,0,0,11,4
7,1,-22.30660715,-49.05933067,0,0,0,0,0,0,2,0,1,3,4
8,0,-22.331682462900048,-49.088961963814775,0,0,0,0,0,0,0,0,0,3,4
7,0,-22.3167022,-49.08295989,0,0,1,0,0,0,1,0,1,9,1
23,0,-22.30123469737428,-49.05016821134539,0,0,1,0,0,0,0,1,0,11,2
19,0,-22.328912169171318,-49.07677640616225,0,0,1,0,0,0,1,0,0,6,5
18,0,-22.3258962,-49.07970414,0,0,0,0,0,0,0,0,1,4,0
12,0,-22.34653624,-49.05766469,0,0,0,0,0,0,0,0,1,4,0
7,1,-22.357809077841143,-49.04207204782199,0,0,1,0,0,0,1,0,0,6,4
16,0,-22.325797198369738,-49.079742122121196,0,0,0,0,0,0,0,0,0,8,4
16,0,-22.33064237535551,-49.0762057170541,0,0,0,0,0,0,0,0,0,10,0
18,0,-22.33258787,-49.03424925,0,0,0,0,0,0,1,0,1,4,0
13,1,-22.32034249,-48.97658615,0,0,0,0,0,0,1,0,1,2,2
16,0,-22.32130881,-49.04478847,0,0,0,0,0,0,0,0,1,3,3
9,0,-22.328451655471742,-49.106214359889144,0,0,0,0,0,0,0,0,0,9,4
15,0,-22.3256083,-49.0224039,0,0,1,0,0,0,1,0,1,11,5
21,1,-22.29365430632158,-49.07285214851912,0,1,0,0,0,0,0,0,0,7,5
8,0,-22.340728911724298,-49.02375169514894,0,0,0,0,0,0,0,0,0,6,6
17,0,-22.339524421976357,-49.06005182761753,0,0,0,0,0,0,0,0,0,10,6
16,0,-22.3092773,-49.0815051,0,0,0,0,0,0,0,0,1,10,4
14,0,-22.31374816675817,-49.03360147179273,0,0,1,0,0,0,1,0,0,10,0
10,0,-22.33798754,-49.06539466,0,0,0,0,0,0,1,0,1,3,5
20,0,-22.3186673,-49.0206458,0,0,0,0,0,0,2,0,1,12,3
18,0,-22.299477562298758,-49.02834808827859,0,0,0,0,0,0,0,1,0,1,0
18,0,-22.35057398,-49.08453731,0,0,0,0,0,0,0,0,1,5,5
23,0,-22.33670892952879,-49.069007536982966,0,0,0,0,0,0,0,0,0,2,5
18,0,-22.29976637,-49.07633236,0,0,0,0,0,0,0,0,1,8,3
15,1,-22.281788004712244,-49.086650883812496,0,0,0,0,0,0,1,1,0,10,2
7,0,-22.33962323920963,-49.054561388276106,0,0,1,0,0,0,1,0,0,6,3
19,0,-22.33388966,-49.11118683,0,0,0,0,0,0,0,0,1,1,5
21,0,-22.33180868,-49.07793576,0,0,0,0,0,0,0,0,1,7,2
11,0,-22.31120039,-49.08067649,0,0,0,0,0,0,0,0,1,5,5
7,1,-22.36198677546475,-49.04046910158175,0,0,0,0,0,0,0,0,0,5,0
19,0,-22.321881827175737,-49.094499444888626,0,0,1,0,0,0,0,0,0,7,3
16,1,-22.361444258261596,-49.0399732775561,0,0,0,2,0,0,0,0,0,6,4
7,0,-22.313936597681117,-49.03353565892095,0,0,0,0,0,0,3,0,0,2,4
13,0,-22.31933897,-49.04378234,0,0,0,0,0,0,0,0,1,4,0
19,0,-22.329240753838054,-49.10817550487484,0,0,1,0,0,0,1,1,0,12,3
20,0,-22.29479598820507,-49.0820505020684,0,0,0,0,0,0,1,0,0,6,3
12,0,-22.328821545211635,-49.06813007648062,0,0,0,1,0,0,0,0,0,1,0
7,0,-22.276666731411183,-49.07451067510986,0,0,0,0,0,0,1,0,0,5,2
7,0,-22.339085414116703,-49.04624408944652,0,0,0,0,0,0,0,0,0,2,2
8,0,-22.331885328253186,-49.08620216264084,0,0,0,0,0,0,1,0,0,8,1
0,0,-22.308594442568594,-49.086889280338724,0,0,0,0,0,0,0,1,0,1,0
18,0,-22.321790685916522,-49.07031828616649,0,0,0,0,0,0,2,1,0,7,1
16,0,-22.31498468,-49.00541156,0,1,0,1,0,0,0,0,1,5,3
13,0,-22.34134356,-49.06107332,0,0,1,0,0,0,1,0,1,2,0
6,0,-22.31327084818407,-49.034040821613594,0,1,1,0,0,0,0,0,0,8,1
19,0,-22.270744652320595,-49.06696871732103,0,0,0,0,0,0,1,0,0,6,6
6,0,-22.31814969,-49.11401041,1,0,0,0,1,0,0,0,1,11,1
12,0,-22.3209104,-49.07717683,0,0,0,0,0,0,0,0,1,5,0
12,0,-22.374186464891448,-49.04882127788283,0,0,0,0,0,0,0,0,0,2,2
11,1,-22.38916755,-49.0230428,0,0,0,0,0,0,0,0,1,3,2
17,0,-22.3138778,-49.0336642,0,0,1,0,0,0,0,0,1,7,3
16,0,-22.33870495,-49.05405098,0,0,1,0,0,0,1,0,1,4,1
11,1,-22.349121355240843,-49.04474623465776,0,0,0,0,0,0,0,0,0,11,2
